review,sentiment,cleaned_review
"This has to be the worst piece of garbage I've seen in a while.<br /><br />Heath Ledger is a heartthrob? He looked deformed. I wish I'd known that he and Naomi Watts are an item in real life because I spent 2 of the longest hours of my life wondering what she saw in him. <br /><br />Orlando Bloom is a heartthrob? With the scraggly beard and deer-in-the-headlights look about him, I can't say I agree.<br /><br />Rachel Griffiths was her usual fabulous self, but Geoffrey Rush looked as if he couldn't wait to get off the set. <br /><br />I'm supposed to feel sorry for bankrobbers and murderers? This is a far cry from Butch Cassidy, which actually WAS an entertaining film. This was trite, cliche-ridden and boring. We only stayed because we were convinced it would get better. It didn't.<br /><br />The last 10-15 minutes or so were unintentionally hilarious. Heath and his gang are holed up in a frontier hotel, and women and children are dying because of their presence. That's not funny. But it was funny when they walked out of the hotel with the armor on, because all we could think of was the Black Knight from Monty Python and the Holy Grail. I kept waiting for them to say ""I'll bite yer leg off!"" We were howling with laughter, as were several other warped members of the audience. When we left, pretty much everyone was talking about what a waste of time this film was.<br /><br />I may not have paid cash to see this disaster (sneak preview), but it certainly wasn't free. It cost me 2 hours of my life that I will never get back.",negative,worst piec garbag ive seen heath ledger heartthrob look deform wish known naomi watt item real life spent longest hour life wonder saw orlando bloom heartthrob scraggli beard deerintheheadlight look cant say agre rachel griffith usual fabul self geoffrey rush look couldnt wait set suppos feel sorri bankrobb murder far cri butch cassidi actual entertain trite clicheridden bore stay convinc better didnt last minut unintent hilari heath gang hole frontier hotel women children die presenc that funni funni walk hotel armor could think black knight monti python holi grail kept wait say ill bite yer leg howl laughter sever warp member audienc left pretti much everyon talk wast time may paid cash see disast sneak preview certainli wasnt free cost hour life never back
"A very ordinary made-for-tv product, ""Tyson"" attempts to be a serious biopic while stretching the moments of angst for effect, fast forwarding through the esoterics of the corrupt sport of boxing, and muddling the sensationalistic stuff which is the only thing which makes Tyson even remotely interesting. A lukewarm watch at best which more likely to appeal to the general public than to boxing fans.",negative,ordinari madefortv product tyson attempt seriou biopic stretch moment angst effect fast forward esoter corrupt sport box muddl sensationalist stuff thing make tyson even remot interest lukewarm watch best like appeal gener public box fan
"I'm sure deep in the recesses of Jack Blacks mind the character of Nacho Libre is absolutely hilarious but no it isn't. You can tell ol Jacks having a whale of a time hammin it up playing a smarmy, slimy Mexican friar with dreams of becoming a wrestler but this movie is a total misfire in just about every single department.<br /><br />I just sat there through most of the movie thinking ""Is this supposed to be funny"" and ""This is the guy from Tenacious D right?"". The truth is this film has NOTHING to offer. AT ALL! It's a lousy script with crappy characters and really naff acting and direction. You'll watch endless moments where you think something funny is surely about to happen but it just doesn't. I was bored stupid about 10 minutes in but though it would surely pick up. It didn't. 90 minutes later I'd barely managed to stave off an aneurism it was that painful.<br /><br />It's like, remember years ago when you'd see anything with your fave actor in it, even some of their really early pap from before they were famous, and you'd be really embarrassed that said actor was actually in such a load of plop. Yeah it's like that.<br /><br />I've enjoyed some of Jack Black's earlier movies like Shallow Hall and I'm really looking forward to seeing Pick of Destiny but come on man. If you do this to us again Jack I'm gonna have to come round there and hammer your kneecaps or something. At the least give you a serious talking to.<br /><br />I know it's a cliché but this is one of the worst movies I've ever seen and for so many reasons....",negative,sure deep recess jack black mind charact nacho libr absolut hilari isnt tell jack whale time hammin play smarmi slimi mexican friar dream becom wrestler total misfir everi singl depart sat think suppos funni guy tenaci right truth noth offer lousi script crappi charact realli naff act direct youll watch endless moment think someth funni sure happen doesnt bore stupid minut though sure pick didnt minut later bare manag stave aneur pain like rememb year ago youd see anyth fave actor even realli earli pap famou youd realli embarrass said actor actual load plop yeah like ive enjoy jack black earlier movi like shallow hall realli look forward see pick destini come man jack gonna come round hammer kneecap someth least give seriou talk know clich worst movi ive ever seen mani reason
"I haven't read the Anne Rice novel that this movie was based on, but who knows, maybe reading the book is cheaper than renting QUEEN OF THE DAMNED and is probably better for your health. It isn't that this movie is necessarily bad for your health, but a book can be very relaxing and certainly exercises the active part of your brain more so than this movie. You can count the number of pages by Anne Rice that I've read on one hand, but after seeing this movie and Interview with a Vampire, I get the feeling that she writes really good novels. The plots for both movies hint at a whole sea of deep and interwoven vampire history.<br /><br />Still, Stuart Townsend's voice-over narration gets a heck of a lot more annoying than Brad Pitt's vampire narrative ever did, and you can tell that QUEEN OF THE DAMNED's limited production resources barely give enough flesh to the Anne Rice storyline. While Interview decided to go with lace and elegance, QUEEN relies on low budget special effects that try really hard to be taken seriously. One can see that the original novel had potential as a movie and that the production team focused its attention in the wrong places. The costumes and rock & roll stage could have been replaced with more blood and an eerier soundtrack.<br /><br />However, I'll give credit where credit is due. The soundtrack is excellent. Korn and Disturbed had me down with the sickness bobbing my noggin like Butthead.<br /><br />The film opens with a very cool Goth-rock zoom & splice montage, but after the first ten minutes or so, the directing degenerates quickly. It's as if the movie was so long that the director realized that there wasn't enough time and enough money to do an Anne Rice novel justice. What results are some mediocre vampire scenes and plenty of cheesy special effects. Unfortunately, QUEEN OF THE DAMNED fails to do the genre justice just as its John Carpenter counterparts fail to impress. Where are the yellow contacts? Where's the pale blue make-up? Scene after scene, I shook my head reminiscing about the days of Salem's Lot and Fright Night when low budget was done right.<br /><br />There are redeeming qualities though that save this movie from being garbage. Props to Aaliyah, and may her soul forever rest in peace. She might have become a renowned actress, had her life not been taken from us so prematurely, for she did give this movie a decent performance with plenty of nice belly dancing. Did I mention that the soundtrack was good? Let's see, what else can I say? It wasn't too long. The Anne Rice novel could have easily been a three hour movie if an ambitious director like Francis Ford Coppola got his hands on it. There are a few twists and turns here and there in the plot. But all in all it was a legitimate rock and roll addition to the slew of second-rate vampire movies out there. The director of this movie went on to direct a new Battlestar Galactica mini series if that tells you anything.<br /><br />JY<br /><br />Jimboduck-dot-com",positive,havent read ann rice novel base know mayb read book cheaper rent queen damn probabl better health isnt necessarili bad health book relax certainli exercis activ part brain count number page ann rice ive read hand see interview vampir feel write realli good novel plot movi hint whole sea deep interwoven vampir histori still stuart townsend voiceov narrat get heck lot annoy brad pitt vampir narr ever tell queen damn limit product resourc bare give enough flesh ann rice storylin interview decid lace eleg queen reli low budget special effect tri realli hard taken serious see origin novel potenti product team focus attent wrong place costum rock roll stage could replac blood eerier soundtrack howev ill give credit credit due soundtrack excel korn disturb sick bob noggin like butthead open cool gothrock zoom splice montag first ten minut direct degener quickli long director realiz wasnt enough time enough money ann rice novel justic result mediocr vampir scene plenti cheesi special effect unfortun queen damn fail genr justic john carpent counterpart fail impress yellow contact where pale blue makeup scene scene shook head reminisc day salem lot fright night low budget done right redeem qualiti though save garbag prop aaliyah may soul forev rest peac might becom renown actress life taken prematur give decent perform plenti nice belli danc mention soundtrack good let see els say wasnt long ann rice novel could easili three hour ambiti director like franci ford coppola got hand twist turn plot legitim rock roll addit slew secondr vampir movi director went direct new battlestar galactica mini seri tell anyth jimboduckdotcom
"While I count myself as a fan of the Babylon 5 television series, the original movie that introduced the series was a weak start. Although many of the elements that would later mature and become much more compelling in the series are there, the pace of The Gathering is slow, the makeup somewhat inadequate, and the plot confusing. Worse, the characterization in the premiere episode is poor. Although the ratings chart shows that many fans are willing to overlook these problems, I remember The Gathering almost turned me off off what soon grew into a spectacular series.",negative,count fan babylon televis seri origin introduc seri weak start although mani element later matur becom much compel seri pace gather slow makeup somewhat inadequ plot confus wors character premier episod poor although rate chart show mani fan will overlook problem rememb gather almost turn soon grew spectacular seri
"Leonard Maltin gave this film a dreaded BOMB rating in his 1995 Movie and Video Guide. What film was he looking at? Kid Vengeance or God's Gun are bombs. This film is a delight. It is fantastic. It is literate. It is well mounted. It is beautiful photographed, making a brilliant use of colors. Right from the opening scene the film grabs your attention and tips you off that this film is a well-done satire of the whole Spaghetti Western genre. The film is played for laughs from the beginning to the end with homages to Douglas Fairbanks, 77 Sunset Strip, and the famous showdown in the Good, the Bad, and the Ugly. Edd Byrnes, George Hilton, and Gilbert Roland work brilliantly together to make the satire work. It is too bad Mr. Maltin rated this film so poorly as it is undeserved. One can only guess as to his reason. I suspect that he missed the point of the movie entirely and was expecting something more serious than this film is meant to be. Kudos belong to everyone involved in this project. This film is a little gem waiting to be discovered by people who care about literate movies and appreciate satire.",positive,leonard maltin gave dread bomb rate video guid look kid vengeanc god gun bomb delight fantast liter well mount beauti photograph make brilliant use color right open scene grab attent tip welldon satir whole spaghetti western genr play laugh begin end homag dougla fairbank sunset strip famou showdown good bad ugli edd byrn georg hilton gilbert roland work brilliantli togeth make satir work bad maltin rate poorli undeserv guess reason suspect miss point entir expect someth seriou meant kudo belong everyon involv project littl gem wait discov peopl care liter movi appreci satir
"I don't believe there has ever been a more evil or wicked television program to air in the United States as The 700 Club. They are today's equivalent to the Ku Klux Klan of the 20th century. Their hatred of all that is good and sweet and human and pure is beyond all ability to understand. Their daily constant attacks upon millions and millions of Americans, as well as billions of humans the world over, who don't happen to share their bigoted, cruel, monstrous, and utterly insane view of humanity is beyond anything television has ever seen. The lies they spout and the ridiculous lies they try to pass off as truth, such as the idea of ""life after death"" or ""god"" or ""sin"" or ""the devil"" is so preposterous that they actually seem mentally ill, so lost are they in their fantasy. Sane people know that religion is a drug and shouldn't let themselves get addicted to that type of fantasy. However, The 700 Club is in a class by itself. They are truly a cult. While I believe in freedom of speech, they way they spread hatred, lies, disinformation, and such fantastic ideas is beyond all limits. I hope that one day the American Psychiatric Association will finally take up the study of those people who delude themselves in this way, people who let themselves sink so deeply into the fantasy land of religion that they no longer have any real concept of reality at all. Treatment for such afflicted individuals is sorely needed in this country, as so many people have completely lost their minds to the fantasy of religion. The 700 Club though, is even more horrible as it rises to the legal definition of 'cult' but due to The 700 Club's vast wealth (conned daily from the millions of Americans locked in their deceitful grip) they are above the law in this country. For those of you who have seen the movie ""The Matrix"" you know that movie was a metaphor for religion on earth: the evil ones who are at the top of each of the religions who drain the ones they have trapped and cruelly abuse for their own selfish purposes, and those millions who are held in a death sleep and slowly being drained of their life force represent those many people who belong to religions and who have lost all ability to perceive what is really going on around them.<br /><br />In less civil times, the good townsfolk would have run such monsters as those associated with The 700 Club out of town with torches and pitchforks. But in today's world where people have lost all choice in their choices of television that is presented to them, we have no way to rid ourselves of the 700 Club plague. <br /><br />The television ratings system and the ""V"" chip on TV's should also have a rating called ""R"" for religion, so that rational people and concerned parents could easily screen such vile intellectual and brutal emotional rape, such as presented by The 700 Club every day all over our country, from themselves and their children.",negative,dont believ ever evil wick televis program air unit state club today equival klux klan centuri hatr good sweet human pure beyond abil understand daili constant attack upon million million american well billion human world dont happen share bigot cruel monstrou utterli insan view human beyond anyth televis ever seen lie spout ridicul lie tri pass truth idea life death god sin devil preposter actual seem mental ill lost fantasi sane peopl know religion drug shouldnt let addict type fantasi howev club class truli cult believ freedom speech way spread hatr lie disinform fantast idea beyond limit hope day american psychiatr associ final take studi peopl delud way peopl let sink deepli fantasi land religion longer real concept realiti treatment afflict individu sore need countri mani peopl complet lost mind fantasi religion club though even horribl rise legal definit cult due club vast wealth con daili million american lock deceit grip law countri seen matrix know metaphor religion earth evil one top religion drain one trap cruelli abus selfish purpos million held death sleep slowli drain life forc repres mani peopl belong religion lost abil perceiv realli go around less civil time good townsfolk run monster associ club town torch pitchfork today world peopl lost choic choic televis present way rid club plagu televis rate system chip tv also rate call religion ration peopl concern parent could easili screen vile intellectu brutal emot rape present club everi day countri children
"If you wish to see Shakespeare's masterpiece in its entirety, I suggest you find this BBC version. Indeed it is overlong at four and a half hours but Jacoby's performance as Hamlet and Patrick Stewart's as Claudius are well worth the effort.<br /><br />It never ceases to amaze me how clear ""Hamlet"" is when you see it in its length and order as set down by the Bard. Every film version of ""Hamlet"" has tinkered with its structure. Olivier concentrated on Hamlet's indecision, Gibson on his passions. Jacoby is able to pull all of these aspects of Hamlet's character together with the aid of Shakespeare's full script.<br /><br />Why does Hamlet not kill Claudius immediately? Hamlet says ""I am very proud, revengeful, ambitious..."" Hamlet is extremely upset, not only for his father's death (and suspected murder), or his mother's marriage to his uncle, but also, and mostly, because Claudius has usurped the throne belonging to Hamlet. He is furious at his mother for marrying Claudius (marriages between royal kin is not unknown; done for political reasons) but that her marriage solidified Claudius' claim to the throne before he could return from Wittenburg to claim it for himself. He is, therefore, impotent to do anything about it. And this is true even after he hears his father's ghost cry vengeance. He cannot simply kill the King or he will lose the throne in doing so. He must ""out"" the King's secret and here is the tragedy! At the moment Hamlet is successful in displaying Claudius' guilt in public, he has opportunity to kill him and does not. WHY? He wants it ALL! He wants revenge, the throne AND the damnation of Claudius' soul in hell. Hamlet OVERREACHES himself in classic tragic form. His own HUBRIS is his undoing. He kills Polonius thinking it is Claudius and the rest of the play spirals down to the final deaths of Rosencrantz, Guildenstern, Ophelia, Laertes, Gertrude, Claudius and Hamlet himself.",positive,wish see shakespear masterpiec entireti suggest find bbc version inde overlong four half hour jacobi perform hamlet patrick stewart claudiu well worth effort never ceas amaz clear hamlet see length order set bard everi version hamlet tinker structur olivi concentr hamlet indecis gibson passion jacobi abl pull aspect hamlet charact togeth aid shakespear full script hamlet kill claudiu immedi hamlet say proud reveng ambiti hamlet extrem upset father death suspect murder mother marriag uncl also mostli claudiu usurp throne belong hamlet furiou mother marri claudiu marriag royal kin unknown done polit reason marriag solidifi claudiu claim throne could return wittenburg claim therefor impot anyth true even hear father ghost cri vengeanc cannot simpli kill king lose throne must king secret tragedi moment hamlet success display claudiu guilt public opportun kill want want reveng throne damnat claudiu soul hell hamlet overreach classic tragic form hubri undo kill poloniu think claudiu rest play spiral final death rosencrantz guildenstern ophelia laert gertrud claudiu hamlet
"The Golden Door is the story of a Sicilian family's journey from the Old World (Italy) to the New World (America). Salvatore, a middle-aged man who hopes for a more fruitful life, persuades his family to leave their homeland behind in Sicily, take the arduous journey across the raging seas, and inhabit a land whose rivers supposedly flow with milk. In short, they believe that by risking everything for the New World their dreams of prosperity will be fulfilled. The imagery of the New World is optimistic, clever and highly imaginative. Silver coins rain from heaven upon Salvatore as he anticipates how prosperous he'll be in the New World; carrots and onions twice the size of human beings are shown being harvested to suggest wealth and health, and rivers of milk are swam in and flow through the minds of those who anticipate what the New World will yield. All of this imagery is surrealistically interwoven with the characters and helps nicely compliment the gritty realism that the story unfolds to the audience. The contrast between this imagery versus the dark reality of the Sicilian people helps provide hope while they're aboard the ship to the New World.<br /><br />The voyage to the New World is shot almost in complete darkness, especially when the seas tempests roar and nearly kill the people within. The dark reality I referred to is the Old World and the journey itself to the New World. The Old World is depicted as somewhat destitute and primitive. This is shown as Salvatore scrambles together to sell what few possessions he has left (donkeys, goats and rabbits) in order to obtain the appropriate clothing he needs to enter the New World. I thought it was rather interesting that these people believed they had to conform to a certain dress code in order to be accepted in the New World; it was almost suggesting that people had to fit a particular stereotype or mold in order to be recognized as morally fit. The most powerful image in the film was when the ship is leaving their homeland and setting sail for the New World. This shot shows an overhead view of a crowd of people who slowly seem to separate from one another, depicting the separation between the Old and New Worlds. This shot also suggested that the people were being torn away from all that was once familiar, wanted to divorce from their previous dark living conditions and were desirous to enter a world that held more promise.<br /><br />As later contrasted to how the New World visually looks, the Old World seems dark and bleak as compared to the bright yet foggy New World. I thought it was particularly interesting that the Statue of Liberty is never shown through the fog at Ellis Island, but is remained hidden. I think this was an intentional directing choice that seemed to negate the purpose of what the Statue of Liberty stands for: ""Give me your poor, your tired, your hungry"" seemed like a joke in regards to what these people had to go through when arriving at the New World. Once they arrived in the Americas, they had to go through rather humiliating tests (i.e. delousing, mathematics, puzzles, etc.) in order to prove themselves as fit for the New World. These tests completely changed the perspectives of the Sicilian people. In particular, Salvatore's mother had the most difficult time subjecting herself to the rules and laws of the New World, feeling more violated than treated with respect. Where their dreams once provided hope and optimism for what the New World would provide, the reality of what the New World required was disparaging and rude. Salvatore doesn't change much other than his attitude towards what he felt the New World would be like versus what the New World actually was seemed disappointing to him. This attitude was shared by mostly everyone who voyaged with him. Their character arcs deal more with a cherished dream being greatly upset and a dark reality that had to be accepted.<br /><br />The film seems to make a strong commentary on preparing oneself to enter a heavenly and civilized society. Cleanliness, marriage and intelligence are prerequisites. Adhering to these rules is to prevent disease, immoral behavior and stupidity from dominating. Perhaps this is a commentary on how America has learned from the failings of other nations and so was purposefully established to secure that these plagues did not infest and destruct. Though the rules seemed rigid, they were there to protect and help the people flourish.",positive,golden door stori sicilian famili journey old world itali new world america salvator middleag man hope fruit life persuad famili leav homeland behind sicili take arduou journey across rage sea inhabit land whose river supposedli flow milk short believ risk everyth new world dream prosper fulfil imageri new world optimist clever highli imagin silver coin rain heaven upon salvator anticip prosper hell new world carrot onion twice size human be shown harvest suggest wealth health river milk swam flow mind anticip new world yield imageri surrealist interwoven charact help nice compliment gritti realism stori unfold audienc contrast imageri versu dark realiti sicilian peopl help provid hope theyr aboard ship new world voyag new world shot almost complet dark especi sea tempest roar nearli kill peopl within dark realiti refer old world journey new world old world depict somewhat destitut primit shown salvator scrambl togeth sell possess left donkey goat rabbit order obtain appropri cloth need enter new world thought rather interest peopl believ conform certain dress code order accept new world almost suggest peopl fit particular stereotyp mold order recogn moral fit power imag ship leav homeland set sail new world shot show overhead view crowd peopl slowli seem separ anoth depict separ old new world shot also suggest peopl torn away familiar want divorc previou dark live condit desir enter world held promis later contrast new world visual look old world seem dark bleak compar bright yet foggi new world thought particularli interest statu liberti never shown fog elli island remain hidden think intent direct choic seem negat purpos statu liberti stand give poor tire hungri seem like joke regard peopl arriv new world arriv america rather humili test delous mathemat puzzl etc order prove fit new world test complet chang perspect sicilian peopl particular salvator mother difficult time subject rule law new world feel violat treat respect dream provid hope optim new world provid realiti new world requir disparag rude salvator doesnt chang much attitud toward felt new world like versu new world actual seem disappoint attitud share mostli everyon voyag charact arc deal cherish dream greatli upset dark realiti accept seem make strong commentari prepar oneself enter heavenli civil societi cleanli marriag intellig prerequisit adher rule prevent diseas immor behavior stupid domin perhap commentari america learn fail nation purpos establish secur plagu infest destruct though rule seem rigid protect help peopl flourish
"Nifty little episode played mainly for laughs, but with clever dollop of suspense. Somehow a Martian has snuck aboard a broken-down bus on its way to nowhere, but which passenger is it, (talk about your illegal immigrants!). All-star supporting cast, from wild-eyed Jack Elam (hamming it up shamelessly), to sexy Jean Willes (if she's the Martian, then I say let's open the borders!), to cruel-faced John Hoyt (the most obvious suspect), along with familiar faces John Archer and Barney Phillips (and a nice turn from Bill Kendis as the bus driver). Makes for a very entertaining half-hour even if the action is confined to a single set.",positive,nifti littl episod play mainli laugh clever dollop suspens somehow martian snuck aboard brokendown bu way nowher passeng talk illeg immigr allstar support cast wildey jack elam ham shamelessli sexi jean will she martian say let open border cruelfac john hoyt obviou suspect along familiar face john archer barney phillip nice turn bill kendi bu driver make entertain halfhour even action confin singl set
"I had before a feeling of mislike for all Russian films. But, after seeing this film I haven´t. This is a unique masterpiece made by the best director ever lived in the USSR. He knows the art of film making, and can use it very well. If you find this movie: buy or copy it!",positive,feel mislik russian film see havent uniqu masterpiec made best director ever live ussr know art make use well find buy copi
"I watched mask in the 80's and it's currently showing on Fox Kids in the UK (very late at night). I remember thinking that it was kinda cool back in the day and had a couple of the toys too but watching it now bores me to tears. I never realised before of how tedious and bland this cartoon show really was. It's just plain awful! It is no where near in the same league as The Transformers, He-man or Thundercats and was very quickly forgot by nearly everyone once it stopped being made. I only watch it on Fox Kids because Ulysses 31 comes on straight after it (that's if mask doesn't put me to sleep first). One of the lesser 80's cartoons that i hope to completely forget about again once it finishes airing on Fox Kids!",negative,watch mask current show fox kid late night rememb think kinda cool back day coupl toy watch bore tear never realis tediou bland cartoon show realli plain aw near leagu transform heman thundercat quickli forgot nearli everyon stop made watch fox kid ulyss come straight that mask doesnt put sleep first lesser cartoon hope complet forget finish air fox kid
"Phantasm ....Class. Phantasm II.....awesome. Phantasm III.....erm.....terrible.<br /><br />Even though i would love to stick up for this film, i quite simply can't. The movie seems to have ""sold out"". First bad signs come when the video has trailers for other films at the start (something the others did not). Also too many pointless characters, prime examples the kid (who is a crack shot, funny initially but soon you want him dead), the woman who uses karate to fight off the balls (erm not gonna work, or rather shouldn't) and the blooming zombies (what the hell are they doing there, there no link to them in the other Phatasms). Also there is a severe lack of midgets running about.<br /><br />The only good bits are the cracking start and, of course, Reggie B.<br /><br />(Possible SPOILER coming Up)<br /><br />To me this film seems like a filler between II and IV as extra characters just leave at the end so can continue with main 4 in IV.<br /><br />Overall very, VERY disappointing. 3 / 10",negative,phantasm class phantasm iiawesom phantasm iiiermterr even though love stick quit simpli cant seem sold first bad sign come video trailer film start someth other also mani pointless charact prime exampl kid crack shot funni initi soon want dead woman use karat fight ball erm gonna work rather shouldnt bloom zombi hell link phatasm also sever lack midget run good bit crack start cours reggi possibl spoiler come seem like filler extra charact leav end continu main overal disappoint
"Ludicrous. Angelic 9-year-old Annakin turns into whiny brat 19-year-old Annakin, who somehow seems appealing to Amidala, 5 years his senior. Now 22-year-old Jedi warrior hero Annakin has a couple of bad dreams, and so takes to slaughtering children, his friends, and the entire framework of his existence because a crazy old man convinced him a) his precious wife might really die, and b) only he can prevent this. Ludicrosity squared.<br /><br />I think the people who like this movie are not paying attention. The story is ridiculous. The characters are unbelievable (literally, not the perverted sense of ""fantastic"", ""wonderful"", etc.).<br /><br />Obi-wan Kenobi was the wise and kind anchor for the entire series, but in the climax, he hacks off Annakin's legs, lets him burn in the lava, and leaves him to suffer. Doesn't anyone think that's a little out of character? Not to mention it was pretty stupid to take a chance on him living, as it turns out.<br /><br />I was expecting at least a story that showed consistent characters with plausible motivations. None of that here. The story could have been written by a 10 year old.<br /><br />Oh yeah, the CGI is pretty cool.",negative,ludicr angel yearold annakin turn whini brat yearold annakin somehow seem appeal amidala year senior yearold jedi warrior hero annakin coupl bad dream take slaughter children friend entir framework exist crazi old man convinc preciou wife might realli die prevent ludicros squar think peopl like pay attent stori ridicul charact unbeliev liter pervert sens fantast wonder etc obiwan kenobi wise kind anchor entir seri climax hack annakin leg let burn lava leav suffer doesnt anyon think that littl charact mention pretti stupid take chanc live turn expect least stori show consist charact plausibl motiv none stori could written year old yeah cgi pretti cool
"Scotty (Grant Cramer, who would go on to star in the great B-movie ""Killer Klowns from outer space"") agrees to help three middle-aged guys learn how to 'dialog' the ladies in this bad '80's comedy. Not bad as in '80's lingo, which meant good. Bad as in bad. With no likable characters, including, but not limited to, a kid who's the freakiest looking guy since ""Friday the 13th part 2""' a girl who leads men on and then goes into hissy fits when they want to touch her, and the token fat slob, because after all what would an '80's sex comedy be without a fat slob?? Well this one has two. This movie is pretty much the bottom of the barrel of '80's sex comedies. And then came the sequel thus deepening said proverbial barrel.<br /><br />My Grade:D- <br /><br />Eye Candy: too numerous to count, you even see the freaky looking kid imagined with boobs at on point, think ""Bachlor Party"" but not as funny, and VERY disturbing.<br /><br />Where I saw it: Comcast Moviepass",negative,scotti grant cramer star great bmovi killer klown outer space agre help three middleag guy learn dialog ladi bad comedi bad lingo meant good bad bad likabl charact includ limit kid who freakiest look guy sinc friday part girl lead men goe hissi fit want touch token fat slob sex comedi without fat slob well two pretti much bottom barrel sex comedi came sequel thu deepen said proverbi barrel grade eye candi numer count even see freaki look kid imagin boob point think bachlor parti funni disturb saw comcast moviepass
"If you keep rigid historical perspective out of it, this film is actually quite entertaining. It's got action, adventure and romance, and one of the premiere casting match-ups of the era with Errol Flynn and Olivia de Havilland in the lead roles. As evident on this board, the picture doesn't pass muster with purists who look for one hundred percent accuracy in their story telling. To get beyond that, one need only put aside the history book, and enjoy the story as if it were a work of fiction. I know, I know, that's hard to do when you consider Custer's Last Stand at the Little Big Horn and it's prominence in the history of post Civil War America. So I guess there's an unresolved quandary with the picture, no matter how you look at it.<br /><br />There's a lot to take in here though for the picture's two hour plus run time. Custer's arrival at West Point is probably the first head scratcher, riding up as he does in full military regalia. The practical joke by Sharp (Arthur Kennedy) putting him up in the Major's headquarters probably should have gotten them both in trouble.<br /><br />Ironically, a lot of scenes in this military film play for comedy, as in Custer's first meeting with Libby Bacon, and subsequent encounters that include tea reader Callie (Hattie McDaniel). I hadn't noticed it before in other films, but McDaniel reminded me an awful lot of another favorite character actor of mine from the Forties, Mantan Moreland. So much so that in one scene it looked like it might have been Moreland hamming it up in a dress. With that in mind, the owl scene was a hoot too.<br /><br />As for Flynn, it's interesting to note that a year earlier, he portrayed J.E.B. Stuart opposite Ronald Reagan's depiction of General Custer in ""Santa Fe Trail"", both vying for the attention of none other than Olivia de Havilland. In that film, Reagan put none of the arrogance and flamboyance into the character of Custer that history remembers, while in Flynn's portrayal here it's more than evident. But it doesn't come close to that of Richard Mulligan's take on the military hero in 1970's ""Little Big Man"". Let's just say that one was a bit over the top.<br /><br />The better take away the picture had for me was the manner in which Custer persevered to maintain his good name and not gamble it away on a risky business venture. That and his loyalty to the men he led in battle along with the discipline he developed over the course of the story. Most poignant was that final confrontation with arch rival Sharp just before riding into the Little Big Horn, in which he declared that hell or glory was entirely dependent on one's point of view. Earlier, a similar remark might have given us the best insight of all into Custer's character, when he stated - ""You take glory with you when it's your time to go"".",positive,keep rigid histor perspect actual quit entertain got action adventur romanc premier cast matchup era errol flynn olivia havilland lead role evid board pictur doesnt pass muster purist look hundr percent accuraci stori tell beyond need put asid histori book enjoy stori work fiction know know that hard consid custer last stand littl big horn promin histori post civil war america guess there unresolv quandari pictur matter look there lot take though pictur two hour plu run time custer arriv west point probabl first head scratcher ride full militari regalia practic joke sharp arthur kennedi put major headquart probabl gotten troubl iron lot scene militari play comedi custer first meet libbi bacon subsequ encount includ tea reader calli hatti mcdaniel hadnt notic film mcdaniel remind aw lot anoth favorit charact actor mine forti mantan moreland much scene look like might moreland ham dress mind owl scene hoot flynn interest note year earlier portray jeb stuart opposit ronald reagan depict gener custer santa trail vy attent none olivia havilland reagan put none arrog flamboy charact custer histori rememb flynn portray evid doesnt come close richard mulligan take militari hero littl big man let say bit top better take away pictur manner custer persev maintain good name gambl away riski busi ventur loyalti men led battl along disciplin develop cours stori poignant final confront arch rival sharp ride littl big horn declar hell glori entir depend one point view earlier similar remark might given best insight custer charact state take glori time
"The film quickly gets to a major chase scene with ever increasing destruction. The first really bad thing is the guy hijacking Steven Seagal would have been beaten to pulp by Seagal's driving, but that probably would have ended the whole premise for the movie.<br /><br />It seems like they decided to make all kinds of changes in the movie plot, so just plan to enjoy the action, and do not expect a coherent plot. Turn any sense of logic you may have, it will reduce your chance of getting a headache.<br /><br />I does give me some hope that Steven Seagal is trying to move back towards the type of characters he portrayed in his more popular movies.",negative,quickli get major chase scene ever increas destruct first realli bad thing guy hijack steven seagal beaten pulp seagal drive probabl end whole premis seem like decid make kind chang plot plan enjoy action expect coher plot turn sens logic may reduc chanc get headach give hope steven seagal tri move back toward type charact portray popular movi
"Interesting and short television movie describes some of the machinations surrounding Jay Leno's replacing Carson as host of the Tonight Show. Film is currently very topical given the public drama surrounding Conan O'Brien and Jay Leno.<br /><br />The film does a good job of sparking viewers' interest in the events and showing some of the concerns of the stakeholders, particularly of the NBC executives. The portrayal of Ovitz was particularly compelling and interesting, I thought.<br /><br />Still, many of the characters were only very briefly limned or touched upon, and some of the acting seemed perfunctory. Nevertheless, an interesting story.",negative,interest short televis describ machin surround jay leno replac carson host tonight show current topic given public drama surround conan obrien jay leno good job spark viewer interest event show concern stakehold particularli nbc execut portray ovitz particularli compel interest thought still mani charact briefli limn touch upon act seem perfunctori nevertheless interest stori
